               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 170,            0.018706,           0.0075576,                   0,              0.8058,              0.7644,              0.8733,             0.44275,            0.040056,            0.023002,                   0,            0.002395,            0.002395,            0.002395
                 171,            0.018449,           0.0074435,                   0,             0.85523,             0.77751,             0.89002,             0.43964,            0.040748,            0.022858,                   0,             0.00235,             0.00235,             0.00235
                 172,            0.018331,           0.0072594,                   0,             0.82779,             0.78947,             0.89029,             0.43141,            0.040384,            0.023232,                   0,            0.002305,            0.002305,            0.002305
                 173,            0.018249,           0.0072581,                   0,             0.78708,             0.81579,              0.8696,             0.43009,            0.039594,            0.023942,                   0,             0.00226,             0.00226,             0.00226
                 174,            0.018155,           0.0072623,                   0,             0.81519,             0.81261,              0.8601,             0.42739,            0.041011,            0.023221,                   0,            0.002215,            0.002215,            0.002215
                 175,            0.017954,           0.0073799,                   0,             0.78591,             0.78947,             0.82804,             0.41779,            0.041408,            0.023157,                   0,             0.00217,             0.00217,             0.00217
                 176,            0.017984,            0.007205,                   0,             0.81816,             0.76316,             0.85523,             0.43256,            0.040434,            0.023931,                   0,            0.002125,            0.002125,            0.002125
                 177,            0.017935,           0.0072818,                   0,             0.85294,             0.78947,             0.84892,             0.42134,             0.04058,             0.02407,                   0,             0.00208,             0.00208,             0.00208
                 178,            0.017931,           0.0072798,                   0,             0.77383,             0.81043,             0.86869,             0.43837,            0.040453,              0.0243,                   0,            0.002035,            0.002035,            0.002035
                 179,            0.017553,           0.0071303,                   0,              0.8683,             0.76316,             0.86986,             0.43714,            0.039953,            0.024593,                   0,             0.00199,             0.00199,             0.00199
                 180,            0.017472,           0.0067737,                   0,             0.82263,             0.78947,             0.83703,             0.41374,            0.040789,             0.02509,                   0,            0.001945,            0.001945,            0.001945
                 181,            0.016986,           0.0070014,                   0,             0.77204,             0.81579,             0.83126,             0.41479,            0.041223,            0.025389,                   0,              0.0019,              0.0019,              0.0019
                 182,            0.017535,           0.0068588,                   0,             0.77336,             0.81579,             0.84077,             0.41574,            0.040445,            0.024609,                   0,            0.001855,            0.001855,            0.001855
                 183,             0.01743,           0.0068953,                   0,             0.79652,             0.81579,             0.82016,             0.40613,            0.041295,            0.024615,                   0,             0.00181,             0.00181,             0.00181
                 184,            0.017559,           0.0070921,                   0,             0.77277,             0.81579,             0.83746,             0.40561,            0.041036,            0.024786,                   0,            0.001765,            0.001765,            0.001765
                 185,            0.017113,           0.0068226,                   0,             0.78983,             0.81579,             0.84791,             0.41249,            0.040299,            0.024572,                   0,             0.00172,             0.00172,             0.00172
                 186,            0.016828,             0.00673,                   0,             0.80021,             0.81579,             0.86466,             0.42517,            0.040469,            0.024807,                   0,            0.001675,            0.001675,            0.001675
                 187,            0.016877,           0.0068227,                   0,             0.79144,             0.81579,             0.85352,             0.42998,            0.040075,            0.024166,                   0,             0.00163,             0.00163,             0.00163
                 188,             0.01659,           0.0066145,                   0,             0.84678,             0.81579,              0.9051,             0.43698,            0.039982,             0.02336,                   0,            0.001585,            0.001585,            0.001585
                 189,            0.017122,           0.0069856,                   0,             0.88125,             0.78135,              0.8605,             0.45081,            0.039825,             0.02352,                   0,             0.00154,             0.00154,             0.00154
                 190,            0.016714,           0.0067004,                   0,             0.84411,             0.81579,             0.84583,             0.44101,            0.039972,            0.023771,                   0,            0.001495,            0.001495,            0.001495
                 191,            0.016511,           0.0065997,                   0,             0.87172,             0.84211,             0.90226,             0.44752,            0.040347,            0.024342,                   0,             0.00145,             0.00145,             0.00145
                 192,            0.016621,           0.0065727,                   0,             0.86312,             0.84211,             0.87947,             0.44234,            0.040884,            0.025047,                   0,            0.001405,            0.001405,            0.001405
                 193,             0.01627,           0.0065431,                   0,             0.83774,             0.84211,             0.88028,             0.42886,            0.041076,            0.025021,                   0,             0.00136,             0.00136,             0.00136
                 194,            0.016624,           0.0066654,                   0,             0.81048,             0.81579,             0.83374,              0.4276,            0.041122,            0.025234,                   0,            0.001315,            0.001315,            0.001315
                 195,            0.016195,           0.0064943,                   0,             0.80644,             0.81579,             0.84435,             0.44386,            0.040979,            0.025277,                   0,             0.00127,             0.00127,             0.00127
                 196,            0.016154,           0.0066981,                   0,             0.81363,             0.81579,             0.85791,             0.44274,            0.040608,            0.025352,                   0,            0.001225,            0.001225,            0.001225
                 197,            0.015946,           0.0065694,                   0,             0.79286,             0.81579,             0.86307,             0.44039,            0.040407,            0.025528,                   0,             0.00118,             0.00118,             0.00118
                 198,            0.016075,           0.0064654,                   0,               0.823,             0.81579,             0.86118,             0.44433,            0.041366,            0.025731,                   0,            0.001135,            0.001135,            0.001135
                 199,            0.016276,           0.0064037,                   0,             0.79192,              0.8014,             0.85641,             0.43994,            0.040945,            0.026121,                   0,             0.00109,             0.00109,             0.00109
